rep,true_aid,pred_aid,day,event_type,correct,true_pos,pred_pos,reasoning
3,miriam,miriam,12,defensible_space_inspection,TRUE,5,5,"Profile 5 is the clear match: the response is from a renter dealing through a landlord, explicitly distinguishes landlord legal responsibility from what the tenant can do personally, and centers steep clay hillside geotechnical and slope-stability concerns about Zone 2 vegetation removal. The language about documenting flagged locations, discussing geotechnical implications before cutting, and resisting panic-driven compliance is highly consistent with Miriam Voss's environmental consulting background, organizing around slope hydrology, and repeated concern that vegetation removal on Berkeley Hills slopes could destabilize the site."
3,a006,a001,24,neighbor_pressure,FALSE,5,1,"Profile 1 matches the specific measures named and the tone about already having invested serious money in compliance: ember-resistant vents, cleared zones, fire-resistant landscaping, and concern about a shared fence line. Linda explicitly has paid around $20,000, installed mesh on vents, cleared vegetation, and ordered expensive metal gates because fence/gate spread is a known issue. The voice is direct, practical, and somewhat defensive about being treated as the problem while still willing to show the work done. That fits Linda best over the others."
3,miriam,miriam,36,firewise_outreach,TRUE,1,1,"Profile 1 matches the geotechnical and slope-stability focus exactly: concern about clay slopes, coordinated vegetation removal causing landslides/erosion, using group messages and organizing as leverage, and specifically circulating UC Berkeley geotechnical guidance. The response’s precise, advocacy-oriented voice also fits Miriam."
4,a001,a001,24,neighbor_pressure,TRUE,1,1,"Profile 1 matches the exact stated priorities and voice: she is already relatively compliant, says she would not be the neighbor who risks others, explicitly values time over money as a still-working lawyer, and specifically hates getting multiple estimates and prefers using contractors already vetted by neighbors."
3,miriam,miriam,55,resources_assistance,TRUE,2,2,"Profile 2 matches exactly: the responder is a renter who explicitly says the compliance burden is the landlord's, mentions forwarding it to the landlord, and wants to use the information at the next Keep the Hills Green meeting while focusing on whether clearing accounts for slope stability. Those are signature details of Miriam Voss's role, concerns, and organizing work."
4,a001,a001,36,firewise_outreach,TRUE,1,1,"Profile 1 matches the emphasis on time being more valuable than money, reliance on neighbor contractor recommendations, and a practical willingness to share a good contractor while not committing a Saturday unless necessary. The phrasing about quick practical reciprocity and not blocking a whole Saturday fits Linda's direct, efficiency-minded voice best."
3,miriam,miriam,48,insurance_non_renewal,TRUE,5,5,"Profile 5 matches exactly: the response explicitly says the speaker is not the policyholder and has no authority, but will contact the landlord and warn against mass vegetation removal on an uphill slope without a geotechnical review. That is Miriam's distinctive renter position, her focus on slope stability, insurance-driven compliance pressure, and her habit of intervening with the landlord to prevent panic clearing."
4,a001,a001,12,defensible_space_inspection,TRUE,3,3,"Profile 3 matches the exact decision style: she explicitly says her time is more valuable than money, hates getting lots of estimates because it's a time suck, and relies on neighbor recommendations for contractors. The response mentions scanning the QR code, doing easy debris/woodpile work personally, and using a neighbor’s contractor for bigger items like vents and tree trimming instead of spending days on multiple bids, which is highly consistent with Linda’s voice and circumstances."
4,a001,a001,48,insurance_non_renewal,TRUE,3,3,"Profile 3 matches the exact priorities and complaints: she explicitly says her time is more valuable than money, hates getting lots of estimates, prefers using neighbors' contractor recommendations, is focused on insurance documentation and renewals, and is angry that insurers and officials burden homeowners while park land above them is not cleared because of protected-plant rules."
4,a001,a001,1,firewise_outreach,TRUE,3,3,"Profile 3 matches the strongest cues: valuing time over money, explicitly hating getting lots of estimates, relying on neighbor recommendations, and waiting for exact official wording before spending money or moving plants. The response's mention of not wanting three bids from strangers and checking with a neighbor for a contractor on her street fits Linda's practical, efficiency-focused style and gardening-related reluctance to move plants without clear ordinance language."
4,a001,a001,55,resources_assistance,TRUE,4,4,"Profile 4 fits the tone and content best: irritated at the broader system but still practical and willing to take useful free help; specifically has firsthand experience with the city offering free metal mesh materials and is already doing compliance work. The line about not refusing useful help despite annoyance matches Linda’s pragmatic, system-critical voice better than the others."
4,a003,a003,1,firewise_outreach,TRUE,2,2,"Profile 2 matches the exact themes and phrasing: skeptical that Berkeley enforces rules but noting Ember is the exception, pragmatic compliance to avoid a $500 penalty, and attention to ordinance definitions like what counts as non-combustible. The voice is dry and cynical, and the response focuses on personally inspecting Zone 0 and deciding whether to use Ember help or handle it himself, which fits Walter's practical, sardonic persona."
4,a003,a003,55,resources_assistance,TRUE,3,3,"Profile 3 matches best: the response explicitly says they already used RAP, which is a distinctive memory seed for Walter. The practical, slightly cynical tone also fits him: he says he found the system functional enough and will use what helps while ignoring irrelevant programs, which aligns with his pragmatic, ironic way of navigating city programs. The mention that the eucalyptus program does not apply also fits someone on a large lot focused on selective use of programs rather than broader complaints or aesthetics."
4,a003,a003,24,neighbor_pressure,TRUE,5,5,"Profile 5 is the only one who explicitly used the city's Residential Assistance Program and had contractors provided/scheduled. The response's tone is pragmatic, a little wry, and mentions already being through RAP, knowing the ember-jump issue, and inviting them to inspect the fence line to show completed and planned work, which fits Walter's hands-on homeowner history and familiarity with officials."
4,a003,a003,36,firewise_outreach,TRUE,4,4,"Profile 4 matches the tone and specifics best: the response mentions sharing contractor names found through the Residential Assistance Program, which is a distinctive detail from Walter's profile. The line about having been clearing debris long before others noticed fire risk closely echoes Walter's long history of doing yard cleanup before the fire department got involved, along with his dry, slightly dismissive voice about not needing to prove himself at a community workday."
4,a003,a005,12,defensible_space_inspection,FALSE,3,5,"Profile 5 fits the practical, DIY tone and the specific actions: scanning the QR code, tackling easy wins first, and calling Ember about vent covers because that is specialized work. The response is compliant, matter-of-fact, and mentions vent covers and simple vegetation cleanup in a way that matches Laura's hands-on approach and familiarity with the free attic vent materials and step-by-step mitigation tasks. The positive note that the inspectors were professional and specific also fits her pragmatic, non-combative stance better than the more oppositional or cynical profiles."
4,a005,a005,1,firewise_outreach,TRUE,3,3,"Profile 3 matches the emphasis on having already done most of the work personally, wanting to help neighbors with practical examples, caring that Zone Zero not 'look terrible,' and specifically pushing back on the idea that compliance means 'five feet of boring gravel.' The concern for older neighbors being overwhelmed also aligns closely with Laura's empathetic, information-sharing persona."
4,a005,a005,12,defensible_space_inspection,TRUE,1,1,"Profile 1 matches best: she lives with a handy husband, has already done a lot of mitigation work herself, is pragmatic and team-oriented, and would naturally want the official report immediately so she and her husband can divide DIY tasks versus contractor items while it's fresh. The voice is calm, experienced, and practical rather than ideological or cynical."
4,a005,a005,24,neighbor_pressure,TRUE,3,3,"Profile 3 fits the collaborative, practical neighbor-to-neighbor tone best. Laura values information-sharing, coordination, and helping others navigate mitigation, and specifically thinks in terms of workable examples and mutual support. The response is warm about comparing notes and coordinating approach, which matches her community-oriented style much more than the more cynical, oppositional, or enforcement-focused profiles."
4,a005,a005,36,firewise_outreach,TRUE,4,4,"Profile 4 matches the exact themes and voice: volunteering for a neighborhood workday, offering practical tools, and especially posting photos of Zone Zero plantings to show compliance can still look attractive. Laura explicitly cares about demonstrating that Zone Zero does not have to be 'boring gravel' and values real examples and practical information-sharing to motivate neighbors before deadlines."
4,a005,a001,48,insurance_non_renewal,FALSE,2,5,"Profile 5 fits best because the response focuses on documentation of completed mitigation work, contractor invoices, and calling the insurance agent due to uncertainty about what insurers actually count. Linda explicitly talks about neighbors' insurance experiences, insurance as the real bottom line, having already paid for substantial mitigation work, and using contractors, which makes keeping receipts and clarifying insurer requirements a natural match. The practical, non-panicked tone also fits her."
4,a003,a003,48,insurance_non_renewal,TRUE,1,1,"Profile 1 matches the specific mention of using documentation from Residential Assistance Program work and photos of cleared vegetation and ember-resistant vents. The pragmatic tone about having already done the work and not ignoring deadline paperwork also fits Walter's experienced, practical style and his prior use of RAP-funded mitigation with photo documentation."
4,a006,a006,12,defensible_space_inspection,TRUE,5,5,"Profile 5 matches the strongest specific cue: immediately pulling up Nextdoor to find a previously used vent-cover contractor, plus a methodical, documented approach to mitigation and a tone of having already done substantial work and wanting to close remaining gaps fast. The response fits someone who has already invested heavily in home hardening, uses internet/community resources pragmatically, and is frustrated by overlooked deficiencies."
4,a006,a001,1,firewise_outreach,FALSE,2,3,"Profile 3 fits the best: the response is from a homeowner who says most of the work is already done, wants to verify the exact legal definition in the ordinance, and is focused on meeting the June 2026 deadline by checking Zone 0 systematically. Linda explicitly already removed many plants, is relatively compliant, has discussed exact requirements with fire marshals, and mentions the June 1 deadline and further sequential deadlines. The methodical legal-reading tone also matches a working lawyer."
4,a005,a005,55,resources_assistance,TRUE,3,3,"Profile 3 fits the neighbor-helping, practical information-sharing tone: she explicitly values sharing resources with neighbors, notes older residents who struggle with physical work, and mentions uncertainty around grants/programs that people need help accessing. The response focuses on texting a neighbors' group chat about RAP because older neighbors are blocked by cost and ability, which aligns much better with Laura's empathetic community-support persona than the other profiles. Walter knows RAP personally, but the voice here is less sardonic/self-referential and more neighbor-oriented."
4,a006,a001,24,neighbor_pressure,FALSE,2,1,"Profile 1 fits the strongest: the response stresses that the property has already been compliant for years, cites specific hardening work like ember-resistant vents and cleared zones, and has a direct, irritated tone about being implied to be the problem despite substantial prior time and money invested. Linda explicitly has already installed ember mesh on vents, spent serious money over years, is relatively compliant, and is notably direct and annoyed by inspectors and unfair burden."
4,a006,a006,48,insurance_non_renewal,TRUE,3,3,"Profile 3 fits best because the response centers on having already completed substantial mitigation work, keeping thorough documentation like receipts, reports, photos, and invoices, and treating the insurance issue as an administrative fight to be handled methodically. That matches Margaret's diligent, detail-oriented, compliance-heavy persona and her prior experience with insurance cancellation and home hardening investments."
4,a006,a005,36,firewise_outreach,FALSE,4,5,"Profile 5 matches the practical, peer-support stance: she has already completed mitigation work, values sharing examples that show compliant work can look good, and is oriented toward helping neighbors with contractor/info referrals. The response's mention of sending contractor referrals and photos of completed work, while skipping a group workday because she is already done, fits Laura much better than the others."
4,miriam,miriam,1,firewise_outreach,TRUE,3,3,"Profile 3 is the only renter with a landlord, and the response centers exactly on that legal distinction while also focusing on steep clay slope stability and whether Zone 0 allows non-combustible cover like gravel or decomposed granite instead of bare soil. That matches Miriam's known concerns, wording, and circumstances very closely."
4,miriam,miriam,24,neighbor_pressure,TRUE,4,4,"The response explicitly says the speaker is not the decision-maker, that compliance falls on the landlord, and mentions concern about targeted clearance that does not strip the slope. That is a direct fit with Miriam Voss, the renter who has no legal authority over compliance, has been pushing her landlord, and is specifically focused on preventing slope-stripping due to erosion and landslide risk."
4,miriam,miriam,36,firewise_outreach,TRUE,3,3,"Profile 3 matches the specific concern about slope stability on steep clay-heavy hillside lots, the tendency to raise erosion questions that others ignore, and the habit of citing UC Berkeley geotechnical guidance before vegetation removal. The response voice is precise, interventionist, and focused on challenging straightforward vegetation removal assumptions in exactly the way Miriam does."
4,miriam,miriam,12,defensible_space_inspection,TRUE,4,4,"Profile 4 matches exactly: the speaker is a renter dealing with a landlord, explicitly separates legal responsibility from personal action, and is highly focused on documenting slope conditions and the erosion risk of vegetation clearing on clay-heavy steep hillsides. The phrase about the compliance burden not being mine but the consequences being mine strongly aligns with Miriam Voss's renter/landlord asymmetry and her detailed concern about destabilizing clay slopes."
4,miriam,miriam,48,insurance_non_renewal,TRUE,5,5,"Profile 5 matches exactly: the speaker is a renter, explicitly says they are not the policyholder and would forward the letter to the landlord, while urgently trying to prevent panic vegetation clearing on a steep clay slope. The mention of slope stability, clay soil, downhill consequences, and attaching a one-page summary with storm data fits Miriam’s geotechnical, research-heavy, anti-panic-clearance activism voice and circumstances."
4,miriam,miriam,55,resources_assistance,TRUE,5,5,"Profile 5 matches exactly: the response is from a renter who says the owner must handle compliance, forwards the notice to the landlord, and specifically warns against clearing vegetation on a steep clay slope without geotechnical review. That owner-versus-renter asymmetry, the slope stability focus, and the precise concern about impulsive vegetation removal are central to Miriam Voss's history and voice."
5,a001,a001,12,defensible_space_inspection,TRUE,5,5,"Profile 5 matches the strongest cues: prioritizing time over shopping multiple bids, explicitly relying on a trusted neighbor's contractor recommendation, and being willing to do straightforward mitigation tasks personally while moving ahead efficiently. The response's logic about not wasting time on three estimates is especially distinctive to Linda's stated habit of hating lots of estimates because it's a time suck."
5,a001,a001,36,firewise_outreach,TRUE,2,2,"Profile 2 fits the response best: Linda explicitly values time over money, hates inefficient group processes, and relies on trusted contractor recommendations from neighbors. The line about sharing a contractor contact because it is useful and efficient closely matches her stated preference for efficiency and avoiding time sucks. The tone is direct, practical, and slightly dismissive of spending a Saturday on group labor once her own property is already handled, which also matches her persona well."
5,a001,a001,48,insurance_non_renewal,TRUE,4,4,"Profile 4 matches the priorities and phrasing almost exactly: strong concern about insurance deadlines, valuing time over money, and explicitly hating getting multiple estimates and preferring a contractor recommended by neighbors rather than 'three bids from strangers.' The response also fits her practical compliance style and existing use of neighbor-recommended contractors."
5,a001,a001,24,neighbor_pressure,TRUE,5,5,"Profile 5 matches the exact priorities and wording: she explicitly values time over money, hates getting lots of estimates, and prefers using a contractor neighbors already used. The response's line about taking a neighbor recommendation as a shortcut to save time fits Linda almost verbatim, and she is also generally compliant rather than defensive about ember risk."
5,a001,a001,55,resources_assistance,TRUE,5,5,"Profile 5 matches the exact mix of pragmatism, irritation at the city, and use of the free mesh program. Linda explicitly received free metal mesh for gutters and vents, is compliant but annoyed at inconsistent city processes, and speaks in a direct practical voice about not rejecting useful help just because the system is frustrating. The comment about skipping eucalyptus because they do not have eucalyptus also fits her property-specific decision style."
4,a006,a006,55,resources_assistance,TRUE,2,2,"Profile 2 best matches a resident who has already done substantial mitigation, including mesh installation and paid vegetation clearing, and who speaks bluntly about having already spent their own money and that outreach letters are for noncompliant neighbors, not them."
5,a003,a003,1,firewise_outreach,TRUE,4,4,"Profile 4 matches the exact themes and wording: checking what Zone 0 actually requires, noting existing gravel border and concrete walkway may already satisfy it, and especially focusing on the contradiction that dead wood on an old oak is the obvious unresolved hazard the ordinance still will not let him address because of CEQA/tree exemptions. The cynical line about Berkeley being good at passing rules but inconsistent on enforcement also strongly fits Walter's voice and memories."
5,a003,a003,24,neighbor_pressure,TRUE,5,5,"Profile 5 matches directly: the response explicitly mentions having already used the Residential Assistance Program and planning to call it again, which is a distinctive detail in Walter's memories. The practical, slightly sardonic but cooperative tone also fits his persona, especially the emphasis on real risk reduction over paperwork and coordinating with neighbors on both sides of the fence."
5,a003,a001,12,defensible_space_inspection,FALSE,3,1,"Profile 1 matches the mix of grudging compliance and irritation with Berkeley. The response specifically references inspectors actually showing up, which fits Linda’s experience with fire marshals and her complaints about city inconsistency, and mentions an Ember contractor’s number, consistent with her use of recommended contractors. The voice is practical, direct, and focused on doing the no-cost easy Zone 0 items first while ‘meeting them halfway,’ which aligns with her relatively compliant but skeptical stance about burden-sharing and valuing efficient use of time and money."
5,a003,a003,36,firewise_outreach,TRUE,1,1,"Profile 1 matches exactly: over-65 homeowner who already completed clearance work, used the Residential Assistance Program and found the contractors decent/professional, likes sharing photos of completed work, has a sardonic dislike of bureaucratic theater, and specifically complains about dead wood in a hundred-year-old live oak being blocked by tree exemptions/CEQA. The line about skipping a community workday because group projects create complications also fits his independent, do-it-himself style."
5,a005,a006,1,firewise_outreach,FALSE,2,4,"Profile 4 matches the emphasis on enforcement and moving neighbors through deadlines and fines, plus already having done substantial mitigation personally and using Firewise/community channels to spread information. The response is focused on getting compliance information out fast to less-prepared neighbors, which aligns strongly with Margaret's stated belief that only enforcement makes people act."
5,a001,a001,1,firewise_outreach,TRUE,3,3,"Profile 3 matches the priorities and phrasing best: valuing time over shopping multiple estimates, explicitly hating getting lots of estimates, relying on neighbor recommendations for contractors, and wanting the actual rule language because of frustration with inconsistent official messaging and the gap between what is announced and what is really required."
5,a003,a003,55,resources_assistance,TRUE,3,3,"Profile 3 explicitly says he already used RAP and qualified for city-paid contractors, and his pragmatic, dismissive tone about not needing more outreach matches 'I already used RAP and the chipper program, so there's nothing new here for me.' The response is concise, cynical, and focused on having already gotten practical help from existing programs."
5,a005,a005,12,defensible_space_inspection,TRUE,1,1,"Profile 1 matches the pragmatic do-it-yourself homeowner voice: mentions texting her husband, already having done a lot of the work, triaging quick wins for reinspection, and pricing vent covers/door sealing online. Laura specifically lives with a handy husband, does mitigation herself, has already built Zone Zero features, and has ordered vent materials from the fire department but still needs installation."
5,a005,a005,24,neighbor_pressure,TRUE,3,3,"Profile 3 fits best: the response is cooperative, practical, and already engaged in mitigation, with a strong shared-risk and coordination mindset. Inviting the neighbor to walk the fence line right now matches Laura's hands-on, neighbor-advice, information-sharing style and her pragmatic approach to doing the work collaboratively."
5,a005,a001,48,insurance_non_renewal,FALSE,4,3,"Profile 3 matches the insurance-centered, neighbor-informed, documentation-and-compliance framing. Linda explicitly says insurance is the bottom line, notes neighbors got canceled and complied, and describes having already spent a lot on mitigation work. The response sounds like a homeowner who has already done most of the work and now needs to manage insurer requirements, which fits her circumstances best."
5,a006,a006,1,firewise_outreach,TRUE,3,3,"Profile 3 matches the methodical checking of ordinance text and CAL FIRE guidance, the statement that most work is already done, and especially the strong focus on enforcement and frustration that neighbors will not act unless penalties are meaningful."
5,a005,a005,36,firewise_outreach,TRUE,4,4,"Profile 4 matches the focus on showing practical examples of Zone Zero work, specifically bringing photos of their own plantings and helping neighbors navigate/document compliance. Laura is community-minded, uses her own property as an example of what's possible, cares that mitigation can still look good, and is especially attentive to older neighbors who need help with the process."
5,a005,a005,55,resources_assistance,TRUE,1,1,"Profile 1 fits best: she is already highly informed about mitigation programs, values practical information-sharing with neighbors, and is specifically empathetic toward older residents who cannot do the work or afford help. The response says most of the letter was not new, flags mesh and chipper as already known, and focuses on directly telling an older Grizzly Peak neighbor about RAP because she cannot afford help, which closely matches Laura’s community-minded, pragmatic helper role and her memory about older neighbors needing assistance."
5,a006,a001,24,neighbor_pressure,FALSE,2,1,"Profile 1 fits best: the response emphasizes having already spent serious money and time on compliance, feeling stung by the implication of being the problem neighbor, being direct, and offering a contractor recommendation. Linda explicitly has already invested around twenty thousand dollars, is relatively compliant, speaks directly, and relies on and shares neighbor contractor recommendations."
5,a003,a003,48,insurance_non_renewal,TRUE,5,5,"Profile 5 matches exactly because it explicitly mentions using the city's Residential Assistance Program, having mitigation work already done, sending photos/documentation, and a sardonic skepticism about insurers' or officials' models and fire science. The response's practical move to leverage existing RAP documentation rather than argue fits Walter's pragmatic, ironic style best."
5,a006,a005,12,defensible_space_inspection,FALSE,2,5,"Profile 5 fits best because the response says most of the report was already known from the resident's own research, and specifically prioritizes ember-resistant vents and door gaps that have not yet been addressed. Laura is the profile most associated with doing extensive self-guided mitigation research and already having ordered free gutter screens and attic vent materials that are still not fully installed. The practical, checklist-like tone and focus on using the 30-day deadline as leverage with a contractor also fits her pragmatic homeowner style better than the others. Profile 1 is a weaker fit because Linda's memory says vents were already covered by Nigel, so vents would not be an unaddressed gap for her."
5,a006,a006,36,firewise_outreach,TRUE,5,5,"Profile 5 matches the hard-line enforcement view, resentment toward noncompliant neighbors, and willingness to share information while refusing community-workday participation. The response explicitly says inspections and deadlines move people, not goodwill, which aligns with Margaret's stated belief that only enforcement makes people comply and that outreach/community spirit does not work."
5,a006,a001,48,insurance_non_renewal,FALSE,2,3,"Profile 3 fits best because the response frames the issue as an administrative insurance documentation problem, emphasizes having already completed mitigation work with a paper trail of photos and contractor invoices, and uses a direct, practical tone about not losing coverage over bureaucracy. Linda specifically has already paid for and completed substantial retrofit work through contractors and is attentive to insurance consequences."
5,a006,a006,55,resources_assistance,TRUE,3,3,"Profile 3 fits the direct, self-reliant, already-complied stance and the dismissive attitude toward neighbors: she has already spent heavily on mitigation, believes others are entitled and only enforcement works, and explicitly feels it is unfair to compliant people after all the effort and money they put in. The response's 'I've already done this work on my own dime and my own initiative' and 'that's their problem, not mine' matches Margaret's voice best."
5,miriam,miriam,1,firewise_outreach,TRUE,5,5,"Profile 5 matches exactly: the speaker is a renter who says the legal compliance burden is the landlord's, but is focused on whether Zone 0 requires soil disturbance versus allowable non-combustible surface treatment because of slope stability, clay substrate, and erosion/landslide risk. That combination of renter status, ordinance-text scrutiny, and geotechnical concern about destabilizing a steep clay hillside is distinctive to Miriam Voss."
5,miriam,miriam,12,defensible_space_inspection,TRUE,5,5,"Profile 5 matches exactly: the response is from a renter who immediately calls a landlord because Zone 0 and structural items are the landlord’s legal responsibility, while separately pressing inspectors about geotechnical review for steep clay slopes before vegetation removal. The language about erosion tradeoffs, slope gradient, written documentation, and concern about a 30-day compliance clock aligns directly with Miriam Voss’s environmental consulting background, organizing around slope stability, and repeated focus on steep clay-heavy Berkeley Hills slopes."
5,miriam,miriam,24,neighbor_pressure,TRUE,2,2,"Profile 2 is the clear match: the response explicitly says the compliance decision belongs to the landlord, not the speaker, and pairs that with concern about ember transmission versus slope destabilization. The offer to walk the fence line and keep the discussion technical fits Miriam’s renter status, environmental consulting background, slope hydrology focus, and precise, evidence-oriented voice about fire risk and erosion risk not being the same list."
5,miriam,miriam,36,firewise_outreach,TRUE,1,1,"Profile 1 matches the geotechnical and erosion-focused stance exactly: steep clay-heavy Berkeley Hills slopes, citing USGS and UC Berkeley sources, warning that deadline pressure leads to panic clearing, and emphasizing that preventing neighbor work on steep lots without geotechnical review has been her campaign for two years."
5,miriam,miriam,55,resources_assistance,TRUE,3,3,"Profile 3 matches exactly: the speaker identifies as a renter with no compliance authority, is active in Firewise meetings, and argues for specific evidence-based fuel treatment while opposing blanket vegetation removal. The contrast between targeted eucalyptus understory work and indiscriminate clearing fits Miriam's ecology-focused, anti-one-size-fits-all stance."
5,miriam,miriam,48,insurance_non_renewal,TRUE,4,4,"Profile 4 matches exactly: the author is explicitly a renter with no legal authority, refers to forwarding the letter to a landlord, and frames the issue in terms of slope gradient, clay soil, geotechnical review, and literature-backed concern about post-clearance erosion risk on hillside lots. That combination of renter status, landlord responsibility, and highly specific erosion/slope-hydrology advocacy is unique to Miriam Voss."
